level,partition,alpha,num_clients,class_per_client,dataset,method,display_name,result_tag,status,pre_avg_acc,post_avg_acc,recovery_avg_acc,pre_avg_acc_sample_weighted,post_avg_acc_sample_weighted,recovery_avg_acc_sample_weighted,final_avg_acc,final_avg_acc_sample_weighted,pre_standard_global_test_accuracy,post_standard_global_test_accuracy,recovery_standard_global_test_accuracy,final_standard_global_test_accuracy,pre_target_acc,post_target_acc,final_target_acc,pre_retain_avg_acc,post_retain_avg_acc,final_retain_avg_acc,target_acc_change,target_acc_change_ratio,others_acc_change_avg,others_acc_change_ratio,recovery_effect,recovery_stage,mia_pre_auc,mia_post_auc,mia_auc_drop,backdoor_pre_acc,backdoor_post_acc,final_mia_auc,final_backdoor_acc,final_avg_auc,final_avg_auc_sample_weighted,final_standard_global_test_auc
severe,dir,0.1,20,,Cifar10_hetero_clean_s321cc_c20_severe,fu,FU,fu_severe,complete,0.3795333333333333,0.5128000000000001,,0.37953333333333333,0.5128,,0.5128000000000001,0.5128,0.6399,0.6492,,0.6492,0.72,0.44266666666666665,0.44266666666666665,0.3616140350877193,0.5164912280701754,0.5164912280701754,-0.2773333333333333,-0.3851851851846502,0.15487719298245614,16.397006464732538,,removed_external_recovery,0.4988,0.5073,-0.008499999999999952,0.0,0.0,0.5073,0.0,,,
severe,dir,0.1,20,,Cifar10_hetero_clean_s321cc_c20_severe,retrain,Retrain,retrain_severe,complete,,,,,,,0.24553333333333333,0.24553333333333333,,,,0.4697,,,0.058666666666666666,,,0.2553684210526316,,,,,,,,,,,,0.4986,0.0,0.6069922814814814,0.6069922814814814,0.860456825
