level,partition,alpha,num_clients,class_per_client,dataset,method,display_name,result_tag,status,pre_avg_acc,post_avg_acc,recovery_avg_acc,final_avg_acc,pre_target_acc,post_target_acc,final_target_acc,pre_retain_avg_acc,post_retain_avg_acc,final_retain_avg_acc,target_acc_change,target_acc_change_ratio,others_acc_change_avg,others_acc_change_ratio,recovery_effect,recovery_stage,mia_pre_auc,mia_post_auc,mia_auc_drop,backdoor_pre_acc,backdoor_post_acc
severe,dir,0.1,10,,STL10_crossds_paper_sanity2_severe,fu,FU,fu_severe,complete,0.27006805264767164,0.27359340367128215,0.3166790459140661,0.3166790459140661,0.18181818181818182,0.045454545454545456,0.07272727272727272,0.2798735938509483,0.298942165695364,0.3437847984903764,-0.13636363636363635,-0.7499999999958749,0.019068571844415794,0.2772068422907018,0.04308564224278394,fu_adaptive_recovery_round_5,0.4939,0.5046,-0.010700000000000043,0.2333,0.3909
