level,partition,alpha,num_clients,class_per_client,dataset,method,display_name,result_tag,status,pre_avg_acc,post_avg_acc,recovery_avg_acc,pre_avg_acc_sample_weighted,post_avg_acc_sample_weighted,recovery_avg_acc_sample_weighted,final_avg_acc,final_avg_acc_sample_weighted,pre_standard_global_test_accuracy,post_standard_global_test_accuracy,recovery_standard_global_test_accuracy,final_standard_global_test_accuracy,pre_target_acc,post_target_acc,final_target_acc,pre_retain_avg_acc,post_retain_avg_acc,final_retain_avg_acc,target_acc_change,target_acc_change_ratio,others_acc_change_avg,others_acc_change_ratio,recovery_effect,recovery_stage,mia_pre_auc,mia_post_auc,mia_auc_drop,backdoor_pre_acc,backdoor_post_acc,final_mia_auc,final_backdoor_acc,final_avg_auc,final_avg_auc_sample_weighted,final_standard_global_test_auc
severe,dir,0.1,10,,STL10_hetero_clean_s42_severe,fu,FU,fu_severe,complete,0.48246153846153844,0.5861538461538461,,0.48246153846153844,0.5861538461538461,,0.5861538461538461,0.5861538461538461,,,,,0.5415384615384615,0.20923076923076922,0.20923076923076922,0.4758974358974359,0.6280341880341881,0.6280341880341881,-0.3323076923076923,-0.6136363636352306,0.15213675213675215,0.34370707016796415,,removed_external_recovery,0.4549,0.4556,-0.0006999999999999784,0.0,0.0,0.4556,0.0,,,
severe,dir,0.1,10,,STL10_hetero_clean_s42_severe,fedau,FedAU,fedau_severe,complete,0.46399999999999997,0.36769230769230765,,0.464,0.3676923076923077,,0.36769230769230765,0.3676923076923077,,,,,0.796923076923077,0.06153846153846154,0.06153846153846154,0.42700854700854696,0.4017094017094017,0.4017094017094017,-0.7353846153846154,-0.9227799227787649,-0.0252991452991453,-0.02400279911982114,,skipped_for_fedau,0.5592,0.4275,0.13170000000000004,0.0,0.0,0.4275,0.0,,,
severe,dir,0.1,10,,STL10_hetero_clean_s42_severe,fedcsa,FedCSA,fedcsa_severe,complete,0.48246153846153844,0.5867692307692309,,0.48246153846153844,0.5867692307692308,,0.5867692307692309,0.5867692307692308,,,,,0.5415384615384615,0.3507692307692308,0.3507692307692308,0.4758974358974359,0.612991452991453,0.612991452991453,-0.19076923076923075,-0.35227272727207676,0.13709401709401706,0.3318780902754328,,skipped_for_fedcsa,0.4549,0.4658,-0.010899999999999965,0.0,0.0,0.4658,0.0,,,
severe,dir,0.1,10,,STL10_hetero_clean_s42_severe,fedosd,FedOSD,fedosd_severe,complete,0.48246153846153844,0.44861538461538464,,0.48246153846153844,0.44861538461538464,,0.44861538461538464,0.44861538461538464,,,,,0.5415384615384615,0.32,0.32,0.4758974358974359,0.462905982905983,0.462905982905983,-0.22153846153846152,-0.40909090909015366,-0.012991452991452997,-0.026465127489367985,,internal_fedosd_post_training,0.4549,0.4986,-0.04369999999999996,0.0,0.0,0.4986,0.0,,,
severe,dir,0.1,10,,STL10_hetero_clean_s42_severe,retrain,Retrain,retrain_severe,complete,,,,,,,0.38307692307692304,0.3830769230769231,,,,,,,0.006153846153846154,,,0.42495726495726494,,,,,,,,,,,,0.4703,0.0,0.8147858514135438,0.8147858514135438,
